field,zone,spaceType,version,colNumber,rowNumber
樂天桃園棒球場,西下A,pillar,1.0.0,27,1
樂天桃園棒球場,西下A,pillar,1.0.0,27,2
樂天桃園棒球場,西下A,pillar,1.0.0,27,3
樂天桃園棒球場,西下A,pillar,1.0.0,27,4
樂天桃園棒球場,西下A,pillar,1.0.0,27,5
樂天桃園棒球場,西下A,pillar,1.0.0,27,6
樂天桃園棒球場,西下A,pillar,1.0.0,27,7
樂天桃園棒球場,西下A,pillar,1.0.0,27,8
樂天桃園棒球場,西下A,pillar,1.0.0,27,9
樂天桃園棒球場,西下A,seat,1.0.0,27,10
樂天桃園棒球場,西下A,seat,1.0.0,27,11
樂天桃園棒球場,西下A,seat,1.0.0,27,12
樂天桃園棒球場,西下A,seat,1.0.0,27,13
樂天桃園棒球場,西下A,seat,1.0.0,27,14
樂天桃園棒球場,西下A,seat,1.0.0,27,15
樂天桃園棒球場,西下A,seat,1.0.0,27,16
樂天桃園棒球場,西下A,seat,1.0.0,27,17
樂天桃園棒球場,西下A,seat,1.0.0,27,18
樂天桃園棒球場,西下A,seat,1.0.0,27,19
樂天桃園棒球場,西下A,pillar,1.0.0,28,1
樂天桃園棒球場,西下A,pillar,1.0.0,28,2
樂天桃園棒球場,西下A,pillar,1.0.0,28,3
樂天桃園棒球場,西下A,pillar,1.0.0,28,4
樂天桃園棒球場,西下A,pillar,1.0.0,28,5
樂天桃園棒球場,西下A,pillar,1.0.0,28,6
樂天桃園棒球場,西下A,pillar,1.0.0,28,7
樂天桃園棒球場,西下A,pillar,1.0.0,28,8
樂天桃園棒球場,西下A,pillar,1.0.0,28,9
樂天桃園棒球場,西下A,pillar,1.0.0,28,10
樂天桃園棒球場,西下A,seat,1.0.0,28,11
樂天桃園棒球場,西下A,seat,1.0.0,28,12
樂天桃園棒球場,西下A,seat,1.0.0,28,13
樂天桃園棒球場,西下A,seat,1.0.0,28,14
樂天桃園棒球場,西下A,seat,1.0.0,28,15
樂天桃園棒球場,西下A,seat,1.0.0,28,16
樂天桃園棒球場,西下A,seat,1.0.0,28,17
樂天桃園棒球場,西下A,seat,1.0.0,28,18
樂天桃園棒球場,西下A,seat,1.0.0,28,19
樂天桃園棒球場,西下A,pillar,1.0.0,29,1
樂天桃園棒球場,西下A,pillar,1.0.0,29,2
樂天桃園棒球場,西下A,pillar,1.0.0,29,3
樂天桃園棒球場,西下A,pillar,1.0.0,29,4
樂天桃園棒球場,西下A,pillar,1.0.0,29,5
樂天桃園棒球場,西下A,pillar,1.0.0,29,6
樂天桃園棒球場,西下A,pillar,1.0.0,29,7
樂天桃園棒球場,西下A,pillar,1.0.0,29,8
樂天桃園棒球場,西下A,pillar,1.0.0,29,9
樂天桃園棒球場,西下A,pillar,1.0.0,29,10
樂天桃園棒球場,西下A,pillar,1.0.0,29,11
樂天桃園棒球場,西下A,pillar,1.0.0,29,12
樂天桃園棒球場,西下A,seat,1.0.0,29,13
樂天桃園棒球場,西下A,seat,1.0.0,29,14
樂天桃園棒球場,西下A,seat,1.0.0,29,15
樂天桃園棒球場,西下A,seat,1.0.0,29,16
樂天桃園棒球場,西下A,seat,1.0.0,29,17
樂天桃園棒球場,西下A,seat,1.0.0,29,18
樂天桃園棒球場,西下A,seat,1.0.0,29,19
樂天桃園棒球場,西下A,pillar,1.0.0,30,1
樂天桃園棒球場,西下A,pillar,1.0.0,30,2
樂天桃園棒球場,西下A,pillar,1.0.0,30,3
樂天桃園棒球場,西下A,pillar,1.0.0,30,4
樂天桃園棒球場,西下A,pillar,1.0.0,30,5
樂天桃園棒球場,西下A,pillar,1.0.0,30,6
樂天桃園棒球場,西下A,pillar,1.0.0,30,7
樂天桃園棒球場,西下A,pillar,1.0.0,30,8
樂天桃園棒球場,西下A,pillar,1.0.0,30,9
樂天桃園棒球場,西下A,pillar,1.0.0,30,10
樂天桃園棒球場,西下A,pillar,1.0.0,30,11
樂天桃園棒球場,西下A,pillar,1.0.0,30,12
樂天桃園棒球場,西下A,pillar,1.0.0,30,13
樂天桃園棒球場,西下A,seat,1.0.0,30,14
樂天桃園棒球場,西下A,seat,1.0.0,30,15
樂天桃園棒球場,西下A,seat,1.0.0,30,16
樂天桃園棒球場,西下A,seat,1.0.0,30,17
樂天桃園棒球場,西下A,seat,1.0.0,30,18
樂天桃園棒球場,西下A,seat,1.0.0,30,19
樂天桃園棒球場,西下A,pillar,1.0.0,31,1
樂天桃園棒球場,西下A,pillar,1.0.0,31,2
樂天桃園棒球場,西下A,pillar,1.0.0,31,3
樂天桃園棒球場,西下A,pillar,1.0.0,31,4
樂天桃園棒球場,西下A,pillar,1.0.0,31,5
樂天桃園棒球場,西下A,pillar,1.0.0,31,6
樂天桃園棒球場,西下A,pillar,1.0.0,31,7
樂天桃園棒球場,西下A,pillar,1.0.0,31,8
樂天桃園棒球場,西下A,pillar,1.0.0,31,9
樂天桃園棒球場,西下A,pillar,1.0.0,31,10
樂天桃園棒球場,西下A,pillar,1.0.0,31,11
樂天桃園棒球場,西下A,pillar,1.0.0,31,12
樂天桃園棒球場,西下A,pillar,1.0.0,31,13
樂天桃園棒球場,西下A,pillar,1.0.0,31,14
樂天桃園棒球場,西下A,seat,1.0.0,31,15
樂天桃園棒球場,西下A,seat,1.0.0,31,16
樂天桃園棒球場,西下A,seat,1.0.0,31,17
樂天桃園棒球場,西下A,seat,1.0.0,31,18
樂天桃園棒球場,西下A,seat,1.0.0,31,19
樂天桃園棒球場,西下A,pillar,1.0.0,32,1
樂天桃園棒球場,西下A,pillar,1.0.0,32,2
樂天桃園棒球場,西下A,pillar,1.0.0,32,3
樂天桃園棒球場,西下A,pillar,1.0.0,32,4
樂天桃園棒球場,西下A,pillar,1.0.0,32,5
樂天桃園棒球場,西下A,pillar,1.0.0,32,6
樂天桃園棒球場,西下A,pillar,1.0.0,32,7
樂天桃園棒球場,西下A,pillar,1.0.0,32,8
樂天桃園棒球場,西下A,pillar,1.0.0,32,9
樂天桃園棒球場,西下A,pillar,1.0.0,32,10
樂天桃園棒球場,西下A,pillar,1.0.0,32,11
樂天桃園棒球場,西下A,pillar,1.0.0,32,12
樂天桃園棒球場,西下A,pillar,1.0.0,32,13
樂天桃園棒球場,西下A,pillar,1.0.0,32,14
樂天桃園棒球場,西下A,pillar,1.0.0,32,15
樂天桃園棒球場,西下A,pillar,1.0.0,32,16
樂天桃園棒球場,西下A,pillar,1.0.0,32,17
樂天桃園棒球場,西下A,seat,1.0.0,32,18
樂天桃園棒球場,西下A,seat,1.0.0,32,19
